frequency_rank,character,pinyin,pinyin_alternates,common_word_1,common_word_1_pinyin,common_word_1_definition,common_word_2,common_word_2_pinyin,common_word_2_definition,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num,traditional_character,same_simp_trad,alternate_characters
3328,忱,chén,,,,,,,,"truth, sincerity; sincere",心,61.4,7,,875.0,,True,
3329,蕾,lěi,,,,,,,,"buds, unopened flowers",艸,140.13,16,6.0,3320.0,,True,
3330,跄,qiāng,,,,,,,,walk rapidly,足,157.4,11,,4830.0,蹌,False,蹌
3331,硅,guī,,,,,,,,silicon,石,112.6,11,,2240.0,,True,
3332,伎,jì,,,,,,,,"talent, skill, ability",人,9.4,6,,3602.0,,True,
3333,炊,chuī,,,,,,,,cook; meal,火,86.4,8,6.0,1235.0,,True,
3334,钊,zhāo,,,,,,,,"endeavor, strive; encourage; cut",金,167.2,7,,3721.0,釗,False,釗
3335,蝠,fú,,,,,,,,kind of bat,虫,142.9,15,,3247.0,,True,
3336,屎,shǐ,,,,,,,,"excrement, shit, dung",尸,44.6,9,,1725.0,,True,
3337,拭,shì,,,,,,,,wipe away stains with cloth,手,64.6,9,,1364.0,,True,
3338,谛,dì,,,,,,,,"careful, attentive",言,149.9,11,,5008.0,諦,False,諦
3339,褪,tuì,,,,,,,,"strip, undress; fall off; fade",衣,145.1,14,,3180.0,,True,
3340,丞,chéng,,,,,,,,"assist, aid, rescue",一,1.5,6,,3641.0,,True,
3341,卉,huì,,,,,,,,general term for plants; myriads,十,24.3,5,,200.0,,True,
3342,隧,suì,,,,,,,,"tunnel, underground passageway, path to a tomb",阜,170.13,14,6.0,3182.0,,True,
3343,茸,rōng,,,,,,,,"soft, downy; buds, sprouts",艸,140.6,9,,1402.0,,True,
3344,钳,qián,,,,,,,,"pincers, pliers, tongs; to compress",金,167.5,10,,1929.0,鉗,False,鉗
3345,啃,kěn,,,,,,,,"gnaw, chew, bite",口,30.8,11,6.0,2275.0,,True,
3346,伢,yá,,,,,,,,child,人,9.4,6,,3604.0,,True,
3347,闺,guī,,,,,,,,,門,169.6,9,,1635.0,閨,False,閨
3348,舔,tiǎn,,,,,,,,lick with tongue; taste,舌,135.8,14,6.0,3117.0,,True,
3349,蹬,dēng,,,,,,,,"step on, tread on; lose energy",足,157.12,19,6.0,3460.0,,True,
3350,挛,luán,,,,,,,,tangled; entwined; crooked,手,64.6,10,,4612.0,攣,False,攣
3351,眺,tiào,,,,,,,,"look at, gaze at, scan, survey",目,109.6,11,,4814.0,,True,
3352,袱,fú,,,,,,,,a piece of cloth used wrap bundles,衣,145.6,11,6.0,2463.0,,True,
3353,陇,lǒng,,,,,,,,mountain located between Shanxi,阜,170.5,7,,3802.0,隴,False,隴
3354,殴,ōu,,,,,,,,"beat, fight with fists, hit",殳,79.4,8,6.0,1054.0,毆,False,毆
3355,柿,shì,,,,,,,,persimmon,木,75.5,9,4.0,1436.0,,True,
3356,梧,wú,,,,,,,,"Chinese parasoltree, Sterculia platanifolia",木,75.7,11,,2224.0,,True,
3357,惺,xīng,,,,,,,,"intelligent, clever, astute",心,61.9,12,,5295.0,,True,
3358,弛,chí,,,,,,,,"loosen, relax, unstring a bow",弓,57.3,6,,569.0,,True,
3359,侥,jiǎo,,,,,,,,"be lucky; by chance, by luck",人,9.6,8,6.0,1142.0,僥,False,僥
3360,琛,chēn,,,,,,,,"treasure, valuables",玉,96.8,12,,5055.0,,True,
3361,捅,tǒng,,,,,,,,jab,手,64.7,10,,1813.0,,True,
3362,酝,yùn,,,,,,,,"liquor, spirits, wine; ferment",酉,164.4,11,6.0,2236.0,醞,False,醞
3363,薯,shǔ,,,,,,,,"yam, tuber, potato",艸,140.14,16,,3321.0,,True,
3364,曳,yè,,,,,,,,"trail, tow, drag, pull",曰,73.2,6,,3592.0,,True,
3365,澈,chè,,,,,,,,"thoroughly, completely",水,85.12,15,6.0,3297.0,,True,
3366,锈,xiù,,,,,,,,"rust, corrode",金,167.7,12,6.0,2663.0,鏽,False,鏽
3367,稠,chóu,,,,,,,,"dense, crowded, packed; soupy",禾,115.8,13,6.0,2949.0,,True,
3368,眸,móu,,,,,,,,pupil of eye; eye,目,109.6,11,,4816.0,,True,
3369,咆,páo,,,,,,,,roar,口,30.5,8,,3917.0,,True,
3370,簧,huáng,,,,,,,,reed of woodwind instrument,竹,118.12,17,,3417.0,,True,
3371,鸥,ōu,,,,,,,,"seagull, tern; Larus species (various)",鳥,196.4,9,,1459.0,鷗,False,鷗
3372,疡,yáng,,,,,,,,"ulcers, sores; infection",疒,104.4,8,,3999.0,瘍,False,瘍
3373,渎,dú,,,,,,,,"ditch, sluice, gutter, drain",水,85.8,11,,4968.0,瀆,False,瀆
3374,汲,jí,,,,,,,,draw water from well; imbibe,水,85.4,6,,3626.0,,True,
3375,嬉,xī,,,,,,,,"enjoy; play, amuse oneself",女,38.12,15,,6017.0,,True,
3376,脓,nóng,,,,,,,,pus,肉,130.6,10,,2002.0,膿,False,膿
3377,骡,luó,,,,,,,,mule,馬,187.11,14,,3187.0,騾,False,騾
3378,穗,suì,,,,,,,,ear of grain; tassel; Guangzhou,禾,115.12,17,,3415.0,,True,
3379,槛,kǎn,,,,,,,,"threshold, door-sill",木,75.1,14,,3079.0,檻,False,檻
3380,拎,līn,,,,,,,,to haul; to lift; to take,手,64.5,8,,973.0,,True,
3381,巳,sì,,,,,,,,the hours from 9 to 11; 6th terrestrial branch,己,49.0,3,,62.0,,True,
3382,邢,xíng,,,,,,,,,邑,163.4,6,,3567.0,,True,
3383,廿,niàn,,,,,,,,"twenty, twentieth",廾,55.1,4,,3510.0,,True,
3384,搀,chān,,,,,,,,give helping hand,手,64.9,12,6.0,2531.0,攙,False,攙
3385,曙,shǔ,,,,,,,,"bright, light of rising sun",日,72.14,17,,3407.0,,True,
3386,樵,qiáo,,,,,,,,woodcutter; firewood; gather wood,木,75.12,16,,6059.0,,True,
3387,隅,yú,,,,,,,,"corner, nook, remote place",阜,170.9,11,,2478.0,,True,
3388,筛,shāi,,,,,,,,"sieve, filter, screen; sift",竹,118.6,12,6.0,2684.0,篩,False,篩
3389,谒,yè,,,,,,,,"visit, pay respects",言,149.9,11,,5002.0,謁,False,謁
3390,倭,wō,,,,,,,,"dwarf; dwarfish, short",人,9.8,10,,4570.0,,True,
3391,痹,bì,,,,,,,,"paralysis, numbness",疒,104.8,13,6.0,2988.0,,True,
3392,猖,chāng,,,,,,,,"mad, wild, reckless, unruly",犬,94.8,11,,2369.0,,True,
3393,佯,yáng,,,,,,,,"pretend, feign; false, deceitful",人,9.6,8,,3965.0,,True,
3394,肛,gāng,,,,,,,,anus,肉,130.3,7,,804.0,,True,
3395,奚,xī,,,,,,,,where? what? how? why?; servant,大,37.7,10,,4587.0,,True,
3396,甭,béng,,,,,,,,there is no need,用,101.4,9,6.0,4164.0,,True,
3397,抨,pēng,,,,,,,,"impeach, censure; attack",手,64.5,8,,3837.0,,True,
3398,蛾,é,,,,,,,,moth,虫,142.7,13,,2924.0,,True,
3399,唠,láo,,,,,,,,"chat, jaw, gossip, talk",口,30.7,10,6.0,1891.0,嘮,False,嘮
3400,荧,yíng,,,,,,,,"shine, shimmer; shining, dazzling",艸,140.6,9,,1417.0,熒,False,熒
3401,嵩,sōng,,,,,,,,"high, lofty; one of the 5 peaks, situated in Hunan",山,46.1,13,,5479.0,,True,
3402,漱,shù,,,,,,,,"gargle, rinse; wash, scour",水,85.11,14,,3162.0,,True,
3403,酋,qiú,,,,,,,,"chief of tribe, chieftain",酉,164.2,9,,4323.0,,True,
3404,攘,rǎng,,,,,,,,"seize, take by force; repel",手,64.17,20,,6421.0,,True,
3405,诘,jí,,,,,,,,"question, interrogate",言,149.6,8,,4041.0,詰,False,詰
3406,篡,cuàn,,,,,,,,usurp,竹,118.1,16,,3358.0,,True,
3407,睿,ruì,,,,,,,,"shrewd, astute, clever, keen",目,109.9,14,,5692.0,,True,
3408,噩,è,,,,,,,,"bad, ill-omened, unlucky",口,30.13,16,,3329.0,,True,
3409,怅,chàng,,,,,,,,"disappointed, dissatisfied",心,61.4,7,,3788.0,悵,False,悵
3410,盎,àng,,,,,,,,cup; pot; bowl; abundant,皿,108.5,10,,4518.0,,True,
3411,徙,xǐ,,,,,,,,,彳,60.8,11,6.0,2340.0,,True,
3412,鞅,yāng,,,,,,,,,革,177.5,14,,5647.0,,True,
3413,漓,lí,,,,,,,,river in Guangxi province; water dripping,水,85.1,13,,3014.0,,True,
3414,祟,suì,,,,,,,,evil spirit; evil influence,示,113.5,10,,2136.0,,True,
3415,睫,jié,,,,,,,,eyelashes,目,109.8,13,,2899.0,,True,
3416,攸,yōu,,,,,,,,"distant, far; adverbial prefix",攴,66.3,7,,3730.0,,True,
3417,翎,líng,,,,,,,,feather; plume; wing,羽,124.5,11,,4920.0,,True,
3418,呛,qiāng,,,,,,,,choke by smoke; irritates nose,口,30.4,7,,742.0,嗆,False,嗆
3419,筐,kuāng,,,,,,,,bamboo basket or chest,竹,118.6,12,6.0,2680.0,,True,
3420,堑,qiàn,,,,,,,,"moat, trench, pit, cavity",土,32.8,11,,4808.0,塹,False,塹
3421,檀,tán,,,,,,,,"sandalwood, hardwood; surname",木,75.13,17,,3396.0,,True,
3422,寅,yín,,,,,,,,"to respect, reverence; respectfully; 3rd terrestrial branch",宀,40.8,11,,2452.0,,True,
3423,磊,lěi,,,,,,,,pile of rocks or stones; great,石,112.1,15,,3226.0,,True,
3424,驭,yù,,,,,,,,"drive, ride; manage, control",馬,187.2,5,,3562.0,馭,False,馭
3425,惘,wǎng,,,,,,,,"disconcerted, dejected, discouraged",心,61.8,11,,4987.0,,True,
3426,吠,fèi,,,,,,,,bark,口,30.4,7,,724.0,,True,
3427,驮,tuó,,,,,,,,carry on back,馬,187.3,6,,590.0,馱,False,馱
3428,瑙,nǎo,,,,,,,,agate; cornelian,玉,96.9,13,,2829.0,,True,
3429,炬,jù,,,,,,,,torch,火,86.5,8,,1233.0,,True,
3430,痉,jìng,,,,,,,,"convulsions, fits",疒,104.5,10,,4621.0,痙,False,痙
3431,曝,pù,,,,,,,,"sun, air in sun, expose or dry in the sun",日,72.15,19,6.0,3457.0,,True,
3432,恺,kǎi,,,,,,,,"enjoy, be contented, joyful",心,61.6,9,,4353.0,愷,False,愷
3433,胺,àn,,,,,,,,amine,肉,130.6,10,,4597.0,,True,
3434,萤,yíng,,,,,,,,"glow-worm, luminous insect",艸,140.8,11,,2213.0,螢,False,螢
3435,敕,chì,,,,,,,,an imperial order or decree,攴,66.7,11,,4783.0,,True,
3436,筝,zhēng,,,,,,,,stringed musical instrument; kite,竹,118.6,12,,2689.0,箏,False,箏
3437,幡,fān,,,,,,,,"pennant, banner, streamer, flag",巾,50.12,15,,5940.0,,True,
3438,霹,pī,,,,,,,,"thunder, crashing thunder",雨,173.13,21,,3491.0,,True,
3439,竺,zhú,,,,,,,,India; bamboo; surname,竹,118.2,8,,3948.0,,True,
3440,烙,lào,,,,,,,,"brand, burn; branding iron",火,86.6,10,,2063.0,,True,
3441,毗,pí,,,,,,,,"help, assist; connect, adjoin",田,102.4,9,,4206.0,,True,
3442,鸠,jiū,,,,,,,,"pigeon; collect, assemble",鳥,196.2,7,,3748.0,鳩,False,鳩
3443,埠,bù,,,,,,,,port city,土,32.8,11,,2175.0,,True,
3444,蒜,suàn,,,,,,,,garlic,艸,140.1,13,,2847.0,,True,
3445,阜,fù,,,,,,,,"mound; abundant, ample, numerous",阜,170.0,8,,3968.0,,True,
3446,嘈,cáo,,,,,,,,noisy,口,30.11,14,6.0,5696.0,,True,
3447,乒,pīng,,,,,,,,used with pong for ping pong,丿,4.5,6,4.0,456.0,,True,
3448,帷,wéi,,,,,,,,"tent; curtain, screen",巾,50.8,11,,2297.0,,True,
3449,啄,zhuó,,,,,,,,to peck; (Cant.) to slander,口,30.8,11,,2271.0,,True,
3450,鳌,áo,,,,,,,,huge sea turtle,魚,195.1,18,,6311.0,鰲,False,鰲
3451,毡,zhān,,,,,,,,"felt; rug, carpet",毛,82.5,9,,1541.0,氈,False,氈
3452,阙,quē,,,,,,,,watch tower; palace,門,169.1,13,,5554.0,闕,False,闕
3453,褥,rù,,,,,,,,"mattress, cushion; bedding",衣,145.1,15,,3306.0,,True,
3454,搔,sāo,,,,,,,,to scratch,手,64.1,12,,2539.0,,True,
3455,笋,sǔn,,,,,,,,bamboo shoots,竹,118.4,10,,1953.0,筍,False,筍
3456,冕,miǎn,,,,,,,,crown; ceremonial cap,冂,13.9,11,,4825.0,,True,
3457,狞,níng,,,,,,,,ferocious appearance; hideous,犬,94.5,8,,1199.0,獰,False,獰
3458,韶,sháo,,,,,,,,music of the emperor Shun; beautiful,音,180.5,14,,5786.0,,True,
3459,骼,gé,,,,,,,,bone; skeleton; corpse,骨,188.6,15,,5944.0,,True,
3460,蔼,ǎi,,,,,,,,"lush; affable, friendly",艸,140.11,14,6.0,3074.0,藹,False,藹
3461,烹,pēng,,,,,,,,"boil, cook; quick fry, stir fry",火,86.7,11,6.0,2377.0,,True,
3462,奄,yǎn,,,,,,,,"ere long; remain, tarry; feeble",大,37.5,8,,3889.0,,True,
3463,嫖,piáo,,,,,,,,"patronize prostitutes, frequent",女,38.11,14,,5832.0,,True,
3464,沐,mù,,,,,,,,"bathe, cleanse, wash, shampoo",水,85.4,7,6.0,856.0,,True,
3465,噗,pū,,,,,,,,burst,口,30.12,15,,5929.0,,True,
3466,岑,cén,,,,,,,,"steep, precipitous; peak",山,46.4,7,,3716.0,,True,
3467,蛟,jiāo,,,,,,,,scaly dragon with four legs,虫,142.6,12,,5150.0,,True,
3468,掳,lǔ,,,,,,,,"capture, seize",手,64.8,11,,4720.0,擄,False,擄
3469,咏,yǒng,,,,,,,,"sing song or poem, hum, chant",口,30.5,8,,1101.0,詠,False,詠
3470,弩,nǔ,,,,,,,,"cross-bow, bow; downward stroke",弓,57.5,8,,4068.0,,True,
3471,捻,niǎn,,,,,,,,to twist or nip with the fingers,手,64.8,11,,2178.0,,True,
3472,圃,pǔ,,,,,,,,"garden, cultivated field",囗,31.7,10,,1906.0,,True,
3473,孚,fú,,,,,,,,brood over eggs; have confidence,子,39.4,7,,3739.0,,True,
3474,悴,cuì,,,,,,,,"suffer, become emaciated, haggard",心,61.8,11,,2447.0,,True,
3475,诣,yì,,,,,,,,"reach; achievement, accomplishment",言,149.6,8,,4055.0,詣,False,詣
3476,呱,gū,,,,,,,,"wail, crying of child; swear at",口,30.5,8,,3914.0,,True,
3477,祁,qí,,,,,,,,"pray; numerous, ample, abundant",示,113.3,6,,3633.0,,True,
3478,捶,chuí,,,,,,,,"strike with stick, lash, beat",手,64.8,11,,2171.0,,True,
3479,钠,nà,,,,,,,,"sodium, natrium; sharpen wood",金,167.4,9,,1530.0,鈉,False,鈉
3480,袄,ǎo,,,,,,,,"outer garments; coat, jacket",衣,145.4,9,,1709.0,襖,False,襖
3481,澎,pēng,,,,,,,,splatter,水,85.12,15,,3291.0,,True,
3482,氮,dàn,,,,,,,,nitrogen,气,84.8,12,,2671.0,,True,
3483,恪,kè,,,,,,,,"respectful, reverent",心,61.6,9,,4356.0,,True,
3484,雏,chú,,,,,,,,"chick, fledging; infant, toddler",隹,172.5,13,,2983.0,雛,False,雛
3485,撮,cuō,,,,,,,,"little bit, small amount, pinch",手,64.12,15,,3197.0,,True,
3486,堰,yàn,,,,,,,,"dam; embankment, dike, bank",土,32.9,12,,2512.0,,True,
3487,彷,fǎng,,,,,,,,"like, resembling; resemble",彳,60.4,7,,3736.0,,True,
3488,鹦,yīng,,,,,,,,parrot,鳥,196.11,16,,3350.0,鸚,False,鸚
3489,晖,huī,,,,,,,,"sunshine; light, bright, radiant",日,72.6,10,,6991.0,暉,False,暉
3490,犀,xī,,,,,,,,"rhinoceros; sharp, well-tempered",牛,93.8,12,,2799.0,,True,
3491,腑,fǔ,,,,,,,,"bowels, entrails, internal organs",肉,130.8,12,,5232.0,,True,
3492,沽,gū,,,,,,,,buy and sell; inferior in quality,水,85.5,8,,1243.0,,True,
3493,橄,gǎn,,,,,,,,olive,木,75.12,15,,3218.0,,True,
3494,掐,qiā,,,,,,,,hold; gather with hand; choke,手,64.8,11,6.0,2181.0,,True,
3495,亵,xiè,,,,,,,,"slight, insult, treat with disrespect",亠,8.1,12,,5250.0,褻,False,褻
3496,龋,qǔ,,,,,,,,tooth decay,齒,211.9,17,,6220.0,齲,False,齲
3497,嗒,dā,,,,,,,,absent-minded,口,30.1,12,,5129.0,,True,
3498,咀,jǔ,,,,,,,,"suck; chew, masticate",口,30.5,8,6.0,3911.0,,True,
3499,祺,qí,,,,,,,,"good luck, good fortune",示,113.8,12,,5309.0,,True,
3500,锚,máo,,,,,,,,anchor,金,167.8,13,,2937.0,錨,False,錨
3501,匾,biǎn,,,,,,,,"flat, round split-bamboo contain",匸,23.9,11,,2248.0,,True,
3502,乓,pāng,,,,,,,,used with ping for ping pong,丿,4.5,6,4.0,457.0,,True,
3503,萃,cuì,,,,,,,,"dense, thick, close-set; to collect together",艸,140.8,11,,4761.0,,True,
3504,贻,yí,,,,,,,,"give to, hand down, bequeath",貝,154.5,9,,1522.0,貽,False,貽
3505,揖,yī,,,,,,,,"salute, bow; defer to, yield",手,64.9,12,,5066.0,,True,
3506,觑,qù,,,,,,,,"peep at; watch, spy on",見,147.11,15,,5901.0,覷,False,覷
3507,吝,lìn,,,,,,,,"stingy, miserly, parsimonious",口,30.4,7,6.0,835.0,,True,
3508,憔,qiáo,,,,,,,,"be worn-out, emaciated, haggard",心,61.12,15,,3301.0,,True,
3509,羌,qiāng,,,,,,,,Qiang nationality; surname,羊,123.2,7,,3764.0,,True,
3510,诲,huì,,,,,,,,"teach, instruct; encourage, urge",言,149.7,9,,1716.0,誨,False,誨
3511,砾,lì,,,,,,,,"gravel, pebbles",石,112.5,10,,1865.0,礫,False,礫
3512,蠕,rú,,,,,,,,"eumenes polifomis, kind of wasp",虫,142.14,20,,3478.0,,True,
3513,肴,yáo,,,,,,,,cooked or prepared meat,肉,130.4,8,6.0,1169.0,餚,False,餚
3514,撩,liāo,,,,,,,,"lift up, raise; leave, depart",手,64.12,15,,3193.0,,True,
3515,坍,tān,,,,,,,,collapse; landslide,土,32.4,7,,3654.0,,True,
3516,酥,sū,,,,,,,,"butter; flaky, crispy, light, fluffy",酉,164.5,12,,2586.0,,True,
3517,袅,niǎo,,,,,,,,curling upwards; wavering gently,衣,145.4,10,,4608.0,嫋,False,嫋
3518,黝,yǒu,,,,,,,,black,黑,203.5,17,,6242.0,,True,
3519,俾,bǐ,,,,,,,,"so that, in order that; to cause; (Cant.) to give (synonymous with Mandarin",人,9.8,10,,4572.0,,True,
3520,嫣,yān,,,,,,,,"charming, fascinating; gay",女,38.11,14,,5830.0,,True,
3521,穹,qióng,,,,,,,,high and vast; elevated; arched,穴,116.3,8,,4036.0,,True,
3522,秧,yāng,,,,,,,,"rice seedlings, young rice plants",禾,115.5,10,,1946.0,,True,
3523,妊,rèn,,,,,,,,"conceive, be pregnant",女,38.4,7,,3810.0,,True,
3524,溉,gài,,,,,,,,"water, irrigate, flood; wash",水,85.9,12,6.0,2769.0,,True,
3525,鹊,què,,,,,,,,magpie; Pica species (various),鳥,196.8,13,,2851.0,鵲,False,鵲
3526,聿,yù,,,,,,,,"writing brush, pencil; thereupon",聿,129.0,6,,3635.0,,True,
3527,疙,gē,,,,,,,,"pimple, sore, boil, wart, pustule",疒,104.3,8,6.0,1214.0,,True,
3528,蘑,mó,,,,,,,,type of edible mushroom,艸,140.16,19,,3454.0,,True,
3529,睾,gāo,,,,,,,,testicle,目,109.9,14,,5763.0,,True,
3530,楷,kǎi,,,,,,,,model style of Chinese writing,木,75.9,13,,2865.0,,True,
3531,酵,jiào,,,,,,,,"yeast, leaven",酉,164.7,14,,3086.0,,True,
3532,茹,rú,,,,,,,,roots; vegetables; eat; bear,艸,140.6,9,,4136.0,,True,
3533,锌,xīn,,,,,,,,zinc,金,167.7,12,,2665.0,鋅,False,鋅
3534,滇,diān,,,,,,,,Yunnan province,水,85.1,13,,3007.0,,True,
3535,辗,niǎn,,,,,,,,"turn over, roll",車,159.1,14,,3097.0,輾,False,輾
3536,纂,zuǎn,,,,,,,,"edit, compile; topknot, chignon",糸,120.14,20,,6438.0,,True,
3537,圭,guī,,,,,,,,jade pointed at top,土,32.3,6,,3570.0,,True,
3538,幔,màn,,,,,,,,"curtain, screen, tent",巾,50.11,14,,5725.0,,True,
3539,褒,bāo,,,,,,,,"praise, commend, honor, cite",衣,145.9,15,,3280.0,,True,
3540,揍,zòu,,,,,,,,"hit, beat; smash, break",手,64.9,12,6.0,2507.0,,True,
3541,诽,fěi,,,,,,,,"slander, vilify, condemn",言,149.8,10,6.0,2114.0,誹,False,誹
3542,倔,jué,,,,,,,,"stubborn, obstinate, intransigent; firm",人,9.8,10,6.0,1974.0,,True,
3543,腓,féi,,,,,,,,calf; avoid; be ill; wither,肉,130.8,12,,5229.0,,True,
3544,颉,jié,,,,,,,,"fly upward, soar; contest",頁,181.6,12,,5067.0,頡,False,頡
3545,锄,chú,,,,,,,,hoe; eradicate,金,167.7,12,,2661.0,鋤,False,鋤
3546,嗔,chēn,,,,,,,,"be angry at, scold, rebuke",口,30.1,13,,5444.0,,True,
3547,磺,huáng,,,,,,,,sulphur; brimstone,石,112.12,16,,,,True,
3548,攒,zǎn,,,,,,,,"save, hoard",手,64.16,19,6.0,6368.0,攢,False,攢
3549,瘩,da,,,,,,,,pimples,疒,104.1,14,6.0,3145.0,,True,
3550,雳,lì,,,,,,,,"thunderclap, crashing thunder",雨,173.4,12,,2598.0,靂,False,靂
3551,吆,yāo,,,,,,,,"bawl, yell, shout, cry out",口,30.3,6,,433.0,,True,
3552,悚,sǒng,,,,,,,,"afraid, scared, frightened",心,61.7,10,,4659.0,,True,
3553,墩,dūn,,,,,,,,"heap, mound, block of stone",土,32.12,15,,3201.0,,True,
3554,彝,yí,,,,,,,,"Yi (nationality); tripod, wine vessel; rule",彐,58.15,18,,6364.0,,True,
3555,囱,cōng,,,,,,,,chimney,囗,31.4,7,,790.0,囪,False,囪
3556,逍,xiāo,,,,,,,,"ramble, stroll, jaunt, loiter",辵,162.7,10,,4492.0,,True,
3557,辄,zhé,,,,,,,,sides of chariot where weapons,車,159.7,11,,4807.0,輒,False,輒
3558,桅,wéi,,,,,,,,mast of ship,木,75.6,10,,4460.0,,True,
3559,俨,yǎn,,,,,,,,"grave, respectful, majestic",人,9.7,9,,4257.0,儼,False,儼
3560,纶,lún,,,,,,,,green silk thread or tassel,糸,120.4,7,,3824.0,綸,False,綸
3561,悸,jì,,,,,,,,"fearful, apprehensive, perturbed",心,61.8,11,,4988.0,,True,
3562,殃,yāng,,,,,,,,"misfortune, disaster, calamity",歹,78.5,9,6.0,1461.0,,True,
3563,帧,zhèng,,,,,,,,"picture, scroll; one of pair of",巾,50.6,9,,4233.0,幀,False,幀
3564,俐,lì,,,,,,,,"smooth; active; clever, sharp",人,9.7,9,6.0,1565.0,,True,
3565,绮,qǐ,,,,,,,,"fine thin silk; elegant, beautifu",糸,120.8,11,,5029.0,綺,False,綺
3566,袒,tǎn,,,,,,,,strip; lay bare; bared; naked,衣,145.5,10,,4671.0,,True,
3567,籽,zǐ,,,,,,,,"seed, pip, pit, stone",米,119.3,9,,1648.0,,True,
3568,孰,shú,,,,,,,,who? which? what? which one?,子,39.8,11,,4935.0,,True,
3569,愫,sù,,,,,,,,"guileless, sincere, honest",心,61.1,13,,5588.0,,True,
3570,拌,bàn,,,,,,,,mix,手,64.5,8,6.0,984.0,,True,
3571,橙,chéng,,,,,,,,orange,木,75.12,16,6.0,3331.0,,True,
3572,暨,jì,,,,,,,,"and; attain, reach; confines",日,72.1,14,,5827.0,,True,
3573,敖,áo,,,,,,,,"ramble, play about; leisurely; surname",攴,66.7,10,,4411.0,,True,
3574,赘,zhuì,,,,,,,,"unnecessary, superfluous",貝,154.1,14,,3052.0,贅,False,贅
3575,抉,jué,,,,,,,,"choose, select; gouge, pluck out",手,64.4,7,,3657.0,,True,
3576,淤,yū,,,,,,,,"mud, sediment; clog up, silt up",水,85.8,11,,2429.0,,True,
3577,剌,lá,,,,,,,,"slash, cut in two; contradict",刀,18.7,9,,4161.0,,True,
3578,娼,chāng,,,,,,,,"prostitute, harlot",女,38.8,11,,5019.0,,True,
3579,顼,xū,,,,,,,,grieved,玉,96.6,10,,4403.0,頊,False,頊
3580,葵,kuí,,,,,,,,sunflower; measure,艸,140.9,12,,2561.0,,True,
3581,哝,nóng,,,,,,,,whisper,口,30.6,9,,4227.0,噥,False,噥
3582,酣,hān,,,,,,,,enjoy intoxicants,酉,164.5,12,,2585.0,,True,
3583,麓,lù,,,,,,,,foot of hill; foothill,鹿,198.8,19,,6374.0,,True,
3584,钵,bō,,,,,,,,earthenware basin; alms bowl,金,167.5,10,,4530.0,鉢,False,鉢
3585,琅,láng,,,,,,,,a variety of white carnelian; pure,玉,96.7,11,,2159.0,,True,
3586,簸,bǒ,,,,,,,,winnower,竹,118.13,19,6.0,3462.0,,True,
3587,禾,hé,,,,,,,,grain still on stalk; rice plant,禾,115.0,5,,267.0,,True,
3588,铢,zhū,,,,,,,,"unit of weight, one twenty-fourth of a Chinese ounce (liang)",金,167.6,11,,4872.0,銖,False,銖
3589,璧,bì,,,,,,,,piece of jade with hole in it,玉,96.13,18,,3450.0,,True,
3590,娠,shēn,,,,,,,,pregnant,女,38.7,10,,4688.0,,True,
3591,彗,huì,,,,,,,,broomstick; comet,彐,58.8,11,,4709.0,,True,
3592,惋,wǎn,,,,,,,,"regret, be sorry; alarmed",心,61.8,11,6.0,2448.0,,True,
3593,腋,yè,,,,,,,,armpit,肉,130.8,12,,2714.0,,True,
3594,螂,láng,,,,,,,,"mantis, dung beetle",虫,142.1,14,,5713.0,,True,
3595,阪,bǎn,,,,,,,,hillside farmland; slope,阜,170.4,6,,3640.0,,True,
3596,掣,chè,,,,,,,,"drag, pull; hinder by pulling back",手,64.8,12,,5191.0,,True,
3597,劾,hé,,,,,,,,"examine into, impeach, charge",力,19.6,8,,4002.0,,True,
3598,沥,lì,,,,,,,,"trickle, drip; strain; dregs",水,85.4,7,,859.0,瀝,False,瀝
3599,粱,liáng,,,,,,,,better varieties of millet,米,119.7,13,,3021.0,,True,
3600,嚓,cā,,,,,,,,a cracking or snapping sound,口,30.14,17,,6236.0,,True,
3601,惮,dàn,,,,,,,,"dread, shrink from, shirk, fear",心,61.8,11,6.0,4992.0,憚,False,憚
3602,氖,nǎi,,,,,,,,neon,气,84.2,6,,3600.0,,True,
3603,捎,shāo,,,,,,,,to select; to take; to carry,手,64.7,10,6.0,1791.0,,True,
3604,羔,gāo,,,,,,,,"lamb, kid",羊,123.4,10,,2050.0,,True,
3605,俟,qí,,,,,,,,"wait for, wait until, as soon as",人,9.7,9,,4267.0,,True,
3606,渲,xuàn,,,,,,,,add repeated washes of color,水,85.9,12,,2768.0,,True,
3607,榄,lǎn,,,,,,,,olive,木,75.9,13,,2866.0,欖,False,欖
3608,茧,jiǎn,,,,,,,,"cocoon; callus, blister",艸,140.6,9,,1409.0,繭,False,繭
3609,霓,ní,,,,,,,,"rainbow; variegated, colored",雨,173.8,16,,6078.0,,True,
3610,鹉,wǔ,,,,,,,,species of parrot,鳥,196.8,13,,2826.0,鵡,False,鵡
3611,胥,xū,,,,,,,,"all, together, mutually",肉,130.5,9,,4379.0,,True,
3612,琶,pá,,,,,,,,guitar-like instrument,玉,96.8,12,,5044.0,,True,
3613,撬,qiào,,,,,,,,"lift, raise; pry open",手,64.12,15,,3198.0,,True,
3614,橘,jú,,,,,,,,"orange, tangerine",木,75.12,16,,3332.0,,True,
