frequency_rank,character,pinyin,pinyin_alternates,common_word_1,common_word_1_pinyin,common_word_1_definition,common_word_2,common_word_2_pinyin,common_word_2_definition,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num,traditional_character,same_simp_trad,alternate_characters
280,基,jī,,,,,,,,"foundation, base",土,32.8,11,4.0,2193.0,,True,
281,眼,yǎn,,,,,,,,"eye; eyelet, hole, opening",目,109.6,11,2.0,2263.0,,True,
282,书,shū,,,,,,,,"book, letter, document; writings",丨,2.3,4,1.0,188.0,書,False,書
283,非,fēi,,,,,,,,"not, negative, non-; oppose",非,175.0,8,2.0,1064.0,,True,
284,则,zé,,,,,,,,"rule, law, regulation; grades",刀,18.4,6,4.0,440.0,則,False,則
285,听,tīng,,,,,,,,"hear; understand; obey, comply",口,30.4,7,1.0,739.0,聽,False,聽
286,白,bái,,,,,,,,"white; pure, unblemished; bright",白,106.0,5,2.0,275.0,,True,
287,却,què,,,,,,,,"still, but; decline; retreat",卩,26.5,7,4.0,658.0,卻,False,卻
288,界,jiè,,,,,,,,"boundary, limit; domain; society; the world",田,102.4,9,3.0,1496.0,,True,
289,达,dá,,,,,,,,"arrive at, reach; intelligent; smooth, slippery",辵,162.3,6,5.0,398.0,達,False,達
290,光,guāng,,,,,,,,"light, brilliant, shine; only",儿,10.4,6,4.0,417.0,,True,
291,放,fàng,,,,,,,,"put, release, free, liberate",攴,66.4,8,3.0,1223.0,,True,
292,强,qiáng,qiǎng|jiàng,,,,,,,"strong, powerful, energetic",弓,57.9,12,5.0,2802.0,強,False,強
293,即,jí,,,,,,,,"promptly, quickly, immediately",卩,26.5,7,4.0,901.0,,True,
294,像,xiàng,,,,,,,,"a picture, image, figure; to resemble",人,9.12,13,3.0,2961.0,,True,
295,难,nán,nàn|nuó,,,,,,,"difficult, arduous, hard; unable",又,29.8,10,3.0,2147.0,難,False,難
296,且,qiě,jū,,,,,,,"moreover, also (post-subject); about to, will soon (pre-verb)",一,1.4,5,3.0,237.0,,True,
297,权,quán,,,,,,,,"power, right, authority",木,75.2,6,5.0,378.0,權,False,權
298,思,sī,sāi,,,,,,,"think, consider, ponder; final particle",心,61.5,9,2.0,1500.0,,True,
299,王,wáng,wàng,,,,,,,"king, ruler; royal; surname",玉,96.0,4,5.0,75.0,,True,
300,象,xiàng,,,,,,,,"elephant; ivory; figure, image",豕,152.5,11,4.0,2361.0,,True,
301,完,wán,,,,,,,,"complete, finish, settle; whole",宀,40.4,7,2.0,877.0,,True,
302,设,shè,,,,,,,,build; establish; display,言,149.4,6,5.0,560.0,設,False,設
303,式,shì,,,,,,,,"style, system, formula, rule",弋,56.3,6,4.0,349.0,,True,
304,色,sè,,,,,,,,"color, tint, hue, shade; form, body; beauty, desire for beauty",色,139.0,6,2.0,509.0,,True,
305,路,lù,,,,,,,,"road, path, street; journey",足,157.6,13,2.0,2918.0,,True,
306,记,jì,,,,,,,,"record; keep in mind, remember",言,149.3,5,3.0,323.0,記,False,記
307,南,nán,nā,,,,,,,south; southern part; southward,十,24.7,9,3.0,1422.0,,True,
308,品,pǐn,,,,,,,,"article, product, commodity",口,30.6,9,5.0,1503.0,,True,
309,住,zhù,,,,,,,,"reside, live at, dwell, lodge; stop",人,9.5,7,1.0,783.0,,True,
310,告,gào,,,,,,,,"tell, announce, inform; accuse",口,30.4,7,2.0,760.0,,True,
311,类,lèi,,,,,,,,"class, group, kind, category",大,37.6,9,5.0,1646.0,類,False,類
312,求,qiú,,,,,,,,"seek; demand, request; beseech",水,85.2,7,3.0,690.0,,True,
313,据,jù,jū,,,,,,,"to occupy, take possession of; a base, position",手,64.8,11,3.0,2189.0,據,False,據
314,程,chéng,,,,,,,,"journey, trip; schedule, agenda",禾,115.7,12,4.0,2677.0,,True,
315,北,běi,bèi,,,,,,,north; northern; northward,匕,21.3,5,1.0,227.0,,True,
316,边,biān,,,,,,,,"edge, margin, side, border",辵,162.2,5,2.0,337.0,邊,False,邊
317,死,sǐ,,,,,,,,die; dead; death,歹,78.2,6,4.0,400.0,,True,
318,张,zhāng,,,,,,,,"stretch, extend, expand; sheet",弓,57.4,7,3.0,909.0,張,False,張
319,该,gāi,,,,,,,,"should, ought to, need to",言,149.6,8,3.0,1300.0,該,False,該
320,交,jiāo,,,,,,,,"mix; intersect; exchange, communicate; deliver",亠,8.4,6,4.0,519.0,,True,
321,规,guī,,,,,,,,"rules, regulations, customs, law",見,147.4,8,4.0,952.0,規,False,規
322,万,wàn,mò,,,,,,,ten thousand; innumerable,一,1.2,3,3.0,35.0,萬,False,萬
323,取,qǔ,,,,,,,,"take, receive, obtain; select",又,29.6,8,4.0,997.0,,True,
324,拉,lā,lá,,,,,,,"pull, drag; seize, hold; lengthen",手,64.5,8,4.0,981.0,,True,
325,格,gé,,,,,,,,"pattern, standard, form; style",木,75.6,10,4.0,1845.0,,True,
326,望,wàng,,,,,,,,"to look at, look forward; to hope, expect",月,74.7,11,2.0,2394.0,,True,
327,觉,jué,jiào,,,,,,,to wake up from sleep; conscious,見,147.5,9,1.0,1694.0,覺,False,覺
328,术,shù,shú|zhú,,,,,,,"art, skill, special feat; method, technique",木,75.1,5,4.0,211.0,術,False,術
329,领,lǐng,,,,,,,,"neck; collar; lead, guide",頁,181.5,11,5.0,2354.0,領,False,領
330,共,gòng,gōng,,,,,,,"together with, all, total; to share",八,12.4,6,2.0,371.0,,True,
331,确,què,,,,,,,,"sure, certain; real, true",石,112.7,12,4.0,2591.0,確,False,確
332,传,chuán,zhuàn,,,,,,,"summon; propagate, transmit",人,9.4,6,4.0,455.0,傳,False,傳
333,师,shī,,,,,,,,"teacher, master, specialist",巾,50.3,6,1.0,413.0,師,False,師
334,观,guān,guàn,,,,,,,"see, observe, view; appearance",見,147.2,6,4.0,586.0,觀,False,觀
335,清,qīng,,,,,,,,"clear, pure, clean; peaceful",水,85.8,11,3.0,2410.0,,True,
336,今,jīn,,,,,,,,"now, today, modern era",人,9.2,4,1.0,144.0,,True,
337,切,qiè,qiē,,,,,,,"cut, mince, slice, carve",刀,18.2,4,4.0,107.0,,True,
338,院,yuàn,,,,,,,,"courtyard, yard, court; school",阜,170.7,9,1.0,1734.0,,True,
339,让,ràng,,,,,,,,"allow, permit, yield, concede",言,149.3,5,2.0,317.0,讓,False,讓
340,识,shí,zhì,,,,,,,"recognize, understand, know",言,149.5,7,1.0,892.0,識,False,識
341,候,hòu,,,,,,,,wait; expect; visit; greet,人,9.8,10,1.0,1964.0,,True,
342,带,dài,,,,,,,,"belt, girdle, band, strap, zone",巾,50.6,9,3.0,1407.0,帶,False,帶
343,导,dǎo,,,,,,,,"direct, guide, lead, conduct",寸,41.3,6,4.0,567.0,導,False,導
344,争,zhēng,,,,,,,,"dispute, fight, contend, strive",亅,6.5,6,4.0,508.0,爭,False,爭
345,运,yùn,,,,,,,,run; simplified form of,辵,162.4,7,2.0,611.0,運,False,運
346,笑,xiào,,,,,,,,"smile, laugh, giggle; snicker",竹,118.4,10,2.0,1952.0,,True,
347,飞,fēi,,,,,,,,fly; go quickly; dart; high,乙,5.2,3,1.0,69.0,飛,False,飛
348,风,fēng,fěng,,,,,,,"wind; air; manners, atmosphere",風,182.0,4,3.0,154.0,風,False,風
349,步,bù,,,,,,,,"step, pace; walk, stroll",止,77.3,7,2.0,710.0,,True,
350,改,gǎi,,,,,,,,"change, alter; improve, remodel",攴,66.3,7,4.0,908.0,,True,
351,收,shōu,,,,,,,,"gather together, collect; harvest",攴,66.2,6,4.0,573.0,,True,
352,根,gēn,,,,,,,,"root, base(d on); foundation",木,75.6,10,3.0,1850.0,,True,
353,干,gàn,gān,,,,,,,"oppose, offend; invade; dried",干,51.0,3,3.0,23.0,幹,False,乾|幹
354,造,zào,,,,,,,,"construct, build, make, begin; prepare",辵,162.7,10,5.0,1940.0,,True,
355,言,yán,,,,,,,,"words, speech; speak, say",言,149.0,7,4.0,826.0,,True,
356,联,lián,,,,,,,,"connect, join; associate, ally",耳,128.6,12,4.0,2544.0,聯,False,聯
357,持,chí,,,,,,,,"sustain, support; hold, grasp",手,64.6,9,4.0,1367.0,,True,
358,组,zǔ,,,,,,,,"class; section, department",糸,120.5,8,5.0,1338.0,組,False,組
359,每,měi,,,,,,,,"every, each",毋,80.3,7,2.0,767.0,,True,
360,济,jì,jǐ,,,,,,,"help, aid, relieve; ferry, cross",水,85.6,9,4.0,1678.0,濟,False,濟
361,车,chē,jū,,,,,,,"cart, vehicle; carry in cart",車,159.0,4,1.0,100.0,車,False,車
362,亲,qīn,qìng,,,,,,,"relatives, parents; intimate the hazel nut or filbert tree a thorny tree",立,117.4,9,4.0,1631.0,親,False,親
363,极,jí,,,,,,,,"extreme, utmost, furthest, final",木,75.3,7,3.0,687.0,極,False,極
364,林,lín,,,,,,,,"forest, grove; surname",木,75.4,8,4.0,1018.0,,True,
365,服,fú,fù,,,,,,,"clothes; wear, dress",月,74.4,8,1.0,1190.0,,True,
366,快,kuài,,,,,,,,"rapid, quick, speedy, fast; soon",心,61.4,7,2.0,876.0,,True,
367,办,bàn,,,,,,,,"manage, do, handle; deal with",力,19.2,4,3.0,181.0,辦,False,辦
368,议,yì,,,,,,,,"consult, talk over, discuss",言,149.3,5,3.0,320.0,議,False,議
369,往,wǎng,,,,,,,,"go, depart; past, formerly",彳,60.5,8,2.0,1160.0,,True,
370,元,yuán,,,,,,,,first; dollar; origin; head,儿,10.2,4,3.0,80.0,,True,
371,英,yīng,,,,,,,,"petal, flower, leaf; brave, a hero; England, English",艸,140.5,8,5.0,1006.0,,True,
372,士,shì,,,,,,,,"scholar, gentleman; soldier",士,33.0,3,4.0,28.0,,True,
373,证,zhèng,,,,,,,,"prove, confirm, verify; proof",言,149.5,7,4.0,885.0,證,False,證
374,近,jìn,,,,,,,,"near, close; approach; intimate",辵,162.4,7,2.0,791.0,,True,
375,失,shī,,,,,,,,"lose; make mistake, neglect",大,37.2,5,4.0,265.0,,True,
376,转,zhuǎn,zhuàn|zhuǎi,,,,,,,"shift, move, turn",車,159.4,8,4.0,1059.0,轉,False,轉
377,夫,fū,fú,,,,,,,"man, male adult, husband; those",大,37.1,4,2.0,79.0,,True,
378,令,lìng,líng|lǐng,,,,,,,,人,9.3,5,5.0,282.0,,True,
379,准,zhǔn,,,,,,,,"approve, allow, permit; in accord",冫,15.8,10,2.0,2024.0,準,False,準
380,布,bù,,,,,,,,"cotton cloth, textiles, linen",巾,50.2,5,5.0,218.0,,True,
381,始,shǐ,,,,,,,,"begin, start; then, only then",女,38.5,8,2.0,1329.0,,True,
382,怎,zěn,,,,,,,,what? why? how?,心,61.5,9,1.0,1543.0,,True,
383,呢,ne,ní,,,,,,,interrogative or emphatic final; (Cant.) this,口,30.5,8,1.0,1102.0,,True,
384,存,cún,,,,,,,,"exist, live, be; survive; remain",子,39.3,6,4.0,391.0,,True,
385,未,wèi,,,,,,,,not yet; 8th terrestrial branch,木,75.1,5,5.0,192.0,,True,
386,远,yuǎn,yuàn,,,,,,,"distant, remote, far; profound",辵,162.4,7,2.0,608.0,遠,False,遠
387,叫,jiào,,,,,,,,"cry, shout; hail, greet, call",口,30.2,5,1.0,253.0,,True,
388,台,tái,tāi,,,,,,,platform; unit; term of address,口,30.2,5,4.0,342.0,臺,False,檯|臺
389,单,dān,shàn|chán,,,,,,,"single, individual, only; lone",八,12.6,8,3.0,1232.0,單,False,單
390,影,yǐng,,,,,,,,"shadow; image, reflection; photograph",彡,59.12,15,1.0,3240.0,,True,
391,具,jù,,,,,,,,"tool, implement; draw up, write",八,12.6,8,4.0,1077.0,,True,
392,罗,luō,,,,,,,,net for catching birds; gauze,网,122.3,8,,1108.0,羅,False,羅
393,字,zì,,,,,,,,"letter, character, word",子,39.3,6,1.0,548.0,,True,
394,爱,ài,,,,,,,,"love, be fond of, like",爪,87.6,10,1.0,1987.0,愛,False,愛
395,击,jī,,,,,,,,"strike, hit, beat; attack, fight",凵,17.3,5,5.0,195.0,擊,False,擊
396,流,liú,,,,,,,,"flow, circulate, drift; class",水,85.6,10,4.0,2080.0,,True,
397,备,bèi,,,,,,,,"prepare, ready, perfect",夂,34.5,8,2.0,1200.0,備,False,備
398,兵,bīng,,,,,,,,"soldier, troops",八,12.5,7,5.0,768.0,,True,
399,连,lián,,,,,,,,"join, connect; continuous; even",辵,162.4,7,4.0,708.0,連,False,連
400,调,diào,tiáo|zhōu,,,,,,,"transfer, move, change; tune",言,149.8,10,3.0,2123.0,調,False,調
401,深,shēn,,,,,,,,"deep; depth; far; very, extreme",水,85.8,11,4.0,2432.0,,True,
402,商,shāng,,,,,,,,"commerce, business, trade",口,30.8,11,1.0,2391.0,,True,
403,算,suàn,,,,,,,,"count, calculate, figure; plan",竹,118.8,14,3.0,3121.0,,True,
404,质,zhì,,,,,,,,"matter, material, substance",厂,27.4,8,4.0,1157.0,質,False,質
405,团,tuán,,,,,,,,"sphere, ball, circle; mass, lump",囗,31.3,6,5.0,425.0,團,False,團
406,集,jí,,,,,,,,"assemble, collect together",隹,172.4,12,5.0,2694.0,,True,
407,百,bǎi,,,,,,,,"one hundred; numerous, many",白,106.1,6,2.0,389.0,,True,
408,需,xū,,,,,,,,"need, require, must",雨,173.6,14,3.0,3095.0,,True,
409,价,jià,,,,,,,,"price, value",人,9.4,6,4.0,469.0,價,False,價
410,花,huā,,,,,,,,flower; blossoms,艸,140.4,7,3.0,665.0,,True,
411,党,dǎng,,,,,,,,"political party, gang, faction",儿,10.8,10,6.0,1885.0,黨,False,黨
412,华,huá,huà|huā,,,,,,,flowery; illustrious; Chinese,十,24.4,6,5.0,472.0,華,False,華
413,城,chéng,,,,,,,,"castle; city, town; municipality",土,32.7,9,3.0,1373.0,,True,
414,石,shí,dàn,,,,,,,"stone, rock, mineral; rad. 112",石,112.0,5,5.0,216.0,,True,
415,级,jí,,,,,,,,"level, rank, class; grade",糸,120.3,6,3.0,594.0,級,False,級
416,整,zhěng,,,,,,,,"orderly, neat, tidy; whole",攴,66.11,16,4.0,3333.0,,True,
417,府,fǔ,,,,,,,,prefecture; prefect; government,广,53.5,8,5.0,1211.0,,True,
418,离,lí,,,,,,,,rare beast; strange; elegant,禸,114.6,10,2.0,2035.0,離,False,離
419,况,kuàng,,,,,,,,"condition, situation; furthermore",冫,15.5,7,4.0,830.0,況,False,況
420,亚,yà,,,,,,,,Asia; second,一,1.5,6,4.0,373.0,亞,False,亞
421,请,qǐng,,,,,,,,"ask, request; invite; please",言,149.8,10,1.0,2108.0,請,False,請
422,技,jì,,,,,,,,"skill, ability, talent, ingenuity",手,64.4,7,4.0,615.0,,True,
423,际,jì,,,,,,,,"border, boundary, juncture",阜,170.5,7,4.0,911.0,際,False,際
424,约,yuē,yāo,,,,,,,"treaty, agreement, covenant",糸,120.3,6,4.0,593.0,約,False,約
425,示,shì,,,,,,,,"show, manifest; demonstrate",示,113.0,5,4.0,194.0,,True,
426,复,fù,,,,,,,,return; repeat; repeatedly,夊,35.6,9,3.0,1553.0,復,False,復
427,病,bìng,,,,,,,,"illness, sickness, disease",疒,104.5,10,2.0,2027.0,,True,
428,息,xī,,,,,,,,"rest, put stop to, end, cease",心,61.6,10,2.0,1973.0,,True,
429,究,jiū,,,,,,,,"examine, investigate",穴,116.2,7,4.0,881.0,,True,
430,线,xiàn,,,,,,,,"line, thread, wire; clue",糸,120.5,8,4.0,1336.0,線,False,線
431,似,shì,sì,,,,,,,"resemble, similar to; as if, seem",人,9.5,6,5.0,481.0,,True,
432,官,guān,,,,,,,,"official, public servant",宀,40.5,8,5.0,1281.0,,True,
433,火,huǒ,,,,,,,,"fire, flame; burn; anger, rage",火,86.0,4,2.0,164.0,,True,
434,断,duàn,,,,,,,,"sever, cut off; interrupt",斤,69.7,11,4.0,2405.0,斷,False,斷
435,精,jīng,,,,,,,,essence; semen; spirit,米,119.8,14,4.0,3153.0,,True,
436,满,mǎn,,,,,,,,"fill; full, satisfied",水,85.1,13,3.0,3005.0,滿,False,滿
437,支,zhī,,,,,,,,"disperse, pay; support; branch",支,65.0,4,4.0,89.0,,True,
438,视,shì,,,,,,,,"look at, inspect, observe, see",見,147.4,8,1.0,1294.0,視,False,視
439,消,xiāo,,,,,,,,"vanish, die out; melt away",水,85.7,10,4.0,2071.0,,True,
440,越,yuè,,,,,,,,"exceed, go beyond; the more ...",走,156.5,12,3.0,2514.0,,True,
441,器,qì,,,,,,,,"receptacle, vessel; instrument",口,30.13,16,5.0,3348.0,,True,
442,容,róng,,,,,,,,"looks, appearance; figure, form",宀,40.7,10,3.0,2105.0,,True,
443,照,zhào,,,,,,,,"shine, illumine, reflect",火,86.9,13,3.0,2911.0,,True,
444,须,xū,,,,,,,,"must, have to, necessary",彡,59.6,9,3.0,1585.0,須,False,須
445,九,jiǔ,,,,,,,,nine,乙,5.1,2,1.0,15.0,,True,
446,增,zēng,,,,,,,,"increase, add to, augment",土,32.12,15,4.0,3204.0,,True,
447,研,yán,yàn,,,,,,,"grind, rub; study, research",石,112.6,9,4.0,1446.0,,True,
448,写,xiě,,,,,,,,"write; draw, sketch; compose",冖,14.3,5,1.0,316.0,寫,False,寫
449,称,chēng,,,,,,,,"call; name, brand; address; say",禾,115.5,10,5.0,1948.0,稱,False,稱
450,企,qǐ,,,,,,,,plan a project; stand on tiptoe,人,9.4,6,5.0,490.0,,True,
451,八,bā,,,,,,,,"eight; all around, all sides",八,12.0,2,1.0,9.0,,True,
452,功,gōng,,,,,,,,"achievement, merit, good result",力,19.3,5,4.0,202.0,,True,
453,吗,ma,má|mǎ,,,,,,,final interrogative particle,口,30.3,6,1.0,432.0,嗎,False,嗎
454,包,bāo,,,,,,,,"wrap, pack, bundle; package",勹,20.3,5,3.0,298.0,,True,
455,片,piàn,piān,,,,,,,"slice, splinter, strip; rad. 91",片,91.0,4,3.0,130.0,,True,
456,史,shǐ,,,,,,,,"history, chronicle, annals",口,30.2,5,3.0,248.0,,True,
457,委,wěi,wēi,,,,,,,"appoint, send, commission",女,38.5,8,5.0,1133.0,,True,
458,乎,hū,,,,,,,,interrogative or exclamatory final particle,丿,4.4,5,3.0,280.0,,True,
459,查,chá,zhā,,,,,,,"investigate, examine, seek into",木,75.5,9,3.0,1431.0,,True,
460,轻,qīng,,,,,,,,"light; easy, simple; gentle",車,159.5,9,3.0,1463.0,輕,False,輕
461,易,yì,,,,,,,,change; easy,日,72.4,8,3.0,1088.0,,True,
462,早,zǎo,,,,,,,,early; soon; morning,日,72.2,6,2.0,419.0,,True,
463,曾,céng,zēng,,,,,,,already; sign of past,曰,73.8,12,5.0,2747.0,,True,
464,除,chú,,,,,,,,"eliminate, remove, except",阜,170.7,9,3.0,1732.0,,True,
465,农,nóng,,,,,,,,"agriculture, farming; farmer",冖,14.4,6,5.0,558.0,農,False,農
466,找,zhǎo,,,,,,,,"search, seek, look for; find",手,64.4,7,2.0,621.0,,True,
467,装,zhuāng,,,,,,,,"dress, clothes, attire; fill",衣,145.6,12,5.0,2726.0,裝,False,裝
468,广,guǎng,ān,,,,,,,"wide, extensive, broad; rad. 53",广,53.0,3,4.0,53.0,廣,False,廣
469,显,xiǎn,,,,,,,,"manifest, display; evident, clear",日,72.5,9,5.0,1485.0,顯,False,顯
470,吧,ba,bā,,,,,,,emphatic final particle,口,30.4,7,2.0,747.0,,True,
471,阿,ā,ē,,,,,,,,阜,170.5,7,3.0,913.0,,True,
472,李,lǐ,,,,,,,,plum; judge; surname,木,75.3,7,3.0,688.0,,True,
473,标,biāo,,,,,,,,"mark, symbol, label, sign; stand the bole of a tree",木,75.5,9,4.0,1424.0,標,False,標
474,谈,tán,,,,,,,,talk; conversation; surname,言,149.8,10,4.0,2127.0,談,False,談
475,吃,chī,,,,,,,,"eat; drink; suffer, endure, bear",口,30.3,6,1.0,429.0,喫,False,喫
476,图,tú,,,,,,,,"diagram; chart, map, picture",囗,31.5,8,3.0,1119.0,圖,False,圖
477,念,niàn,,,,,,,,"think of, recall, study",心,61.4,8,5.0,1177.0,,True,
478,六,liù,lù,,,,,,,number six,八,12.2,4,1.0,160.0,,True,
479,引,yǐn,,,,,,,,"to pull, draw out, attract; to stretch",弓,57.1,4,4.0,176.0,,True,
480,历,lì,,,,,,,,history; calendar,厂,27.2,4,3.0,95.0,歷,False,歷
481,首,shǒu,,,,,,,,"head; first; leader, chief; a poem",首,185.0,9,4.0,1651.0,,True,
482,医,yī,,,,,,,,"cure, heal; doctor, medical",匸,23.5,7,1.0,700.0,醫,False,醫
483,局,jú,,,,,,,,"bureau, office; circumstance",尸,44.4,7,4.0,907.0,,True,
484,突,tū,,,,,,,,"suddenly, abruptly, unexpectedly",穴,116.4,9,3.0,1700.0,,True,
485,专,zhuān,,,,,,,,"monopolize, take sole possession",一,1.3,4,4.0,83.0,專,False,專
486,费,fèi,,,,,,,,"expenses, expenditures, fee",貝,154.5,9,4.0,1726.0,費,False,費
487,号,hào,,,,,,,,"mark, sign; symbol; number",口,30.2,5,1.0,243.0,號,False,號
488,尽,jǐn,jìn,,,,,,,"exhaust, use up; deplete",尸,44.3,6,4.0,566.0,盡,False,盡
489,另,lìng,,,,,,,,"another, separate, other",口,30.2,5,4.0,256.0,,True,
490,周,zhōu,,,,,,,,Zhou dynasty; circumference,口,30.5,8,3.0,1192.0,,True,
491,较,jiào,,,,,,,,"compare; comparatively, more",車,159.6,10,3.0,1876.0,較,False,較
492,注,zhù,,,,,,,,"concentrate, focus, direct",水,85.5,8,3.0,1252.0,,True,
493,语,yǔ,yù,,,,,,,"language, words; saying, expression",言,149.7,9,1.0,1707.0,語,False,語
494,仅,jǐn,,,,,,,,"only, merely, solely, just",人,9.2,4,4.0,136.0,僅,False,僅
495,考,kǎo,,,,,,,,"examine, test; investigate",老,125.0,6,2.0,358.0,,True,
496,落,luò,là|lào,,,,,,,"fall, drop; net income, surplus",艸,140.9,12,4.0,2557.0,,True,
497,青,qīng,,,,,,,,"blue, green, black; young",青,174.0,8,5.0,947.0,,True,
498,随,suí,,,,,,,,"follow, listen to, submit to",阜,170.1,11,4.0,2476.0,隨,False,隨
499,选,xuǎn,,,,,,,,"choose, select; elect; election",辵,162.6,9,3.0,1545.0,選,False,選
500,列,liè,,,,,,,,"a line; to arrange in order, classify",刀,18.4,6,4.0,399.0,,True,
501,武,wǔ,,,,,,,,"military; martial, warlike",止,77.4,8,5.0,946.0,,True,
502,红,hóng,gōng,,,,,,,"red, vermillion; blush, flush",糸,120.3,6,2.0,589.0,紅,False,紅
503,响,xiǎng,,,,,,,,"make sound, make noise; sound",口,30.6,9,3.0,1509.0,響,False,響
504,虽,suī,,,,,,,,"although, even if",虫,142.3,9,2.0,1502.0,雖,False,雖
505,推,tuī,,,,,,,,"push, expel; push forward",手,64.8,11,4.0,2174.0,,True,
506,势,shì,,,,,,,,"power, force; tendency",力,19.6,8,5.0,977.0,勢,False,勢
507,参,cān,,,,,,,,"take part in, intervene; ginseng",厶,28.6,8,3.0,1334.0,參,False,參
508,希,xī,,,,,,,,"rare; hope, expect, strive for",巾,50.4,7,2.0,796.0,,True,
509,古,gǔ,,,,,,,,"old, classic, ancient",口,30.2,5,5.0,208.0,,True,
510,众,zhòng,,,,,,,,"multitude, crowd; masses, public",人,9.4,6,4.0,491.0,衆,False,衆
511,构,gòu,,,,,,,,"frame, building, structure",木,75.4,8,5.0,1029.0,構,False,構
512,房,fáng,,,,,,,,"house, building; room",戶,63.4,8,2.0,1290.0,,True,
513,半,bàn,,,,,,,,half,十,24.3,5,3.0,307.0,,True,
514,节,jié,jiē,,,,,,,"knot, node, joint; section",艸,140.2,5,3.0,209.0,節,False,節
515,土,tǔ,,,,,,,,"soil, earth; items made of earth",土,32.0,3,5.0,27.0,,True,
516,投,tóu,,,,,,,,"throw, cast, fling, pitch; jump",手,64.4,7,5.0,643.0,,True,
517,某,mǒu,,,,,,,,certain thing or person,木,75.5,9,5.0,1399.0,,True,
518,案,àn,,,,,,,,"table, bench; legal case",木,75.6,10,4.0,2107.0,,True,
519,黑,hēi,,,,,,,,"black; dark; evil, sinister",黑,203.0,12,2.0,2655.0,,True,
520,维,wéi,,,,,,,,"maintain, preserve, safeguard",糸,120.8,11,5.0,2492.0,維,False,維
521,革,gé,,,,,,,,"leather, animal hides; rad. 177",革,177.0,9,5.0,1403.0,,True,
522,划,huà,,,,,,,,to row or paddle boat; to scratch,刀,18.4,6,4.0,407.0,劃,False,劃
523,敌,dí,,,,,,,,"enemy, foe, rival; resist",舌,135.4,10,5.0,1942.0,敵,False,敵
524,致,zhì,,,,,,,,"send, deliver, present; cause",至,133.3,10,5.0,1879.0,,True,
525,陈,chén,,,,,,,,"exhibit, display; plead; a surname",阜,170.5,7,6.0,914.0,陳,False,陳
526,律,lǜ,,,,,,,,"statute, principle, regulation",彳,60.6,9,4.0,1583.0,,True,
527,足,zú,,,,,,,,"foot; attain, satisfy, enough",足,157.0,7,2.0,731.0,,True,
